MeanRR,SD_RR,RMSSD,NN50,pNN50,AverageHeartRate,StandardDeviationHeartRate,mean_R_Peak_Amplitudes,QRS_Duration,QRS_Amplitude,QRS_Slope,LF_HF_Ratio,PSE,Label,Record_ID
0.708,0.3309380606699689,0.4868264577855234,4.0,80.0,98.24884792626729,37.86586129136415,4.797326187455988e-16,0.09666666666666666,-1.8078062411314853e-31,-2.0954117794933126e-30,0.1536613325856598,2.6064126373052496,N,c01
0.9380645161290323,0.8334951861154514,1.0787371183433911,40.0,64.51612903225806,81.85210047334107,36.85728302958873,0.01986843239126369,0.05714285714285713,0.007298825105721614,0.2083934513365173,0.49623190306228027,8.474570924515387,N,c01
0.9678688524590163,0.2017516191929932,0.24654276167296688,34.0,55.73770491803278,66.35625508055101,22.611577934948983,0.010441774924862505,0.06080645161290323,0.005994388806572875,0.09959413799850432,3.3343380262866753,7.912429066321016,N,c01
0.9657377049180327,0.14606458635815234,0.1456594201096059,26.0,42.62295081967213,64.60545869526754,17.172379394258588,0.006034739329561815,0.057419354838709684,0.005275884680401046,0.10273083070183285,4.2178194716576884,7.615545226440447,N,c01
0.9753333333333334,0.17543617958489816,0.19224807420075318,34.0,56.666666666666664,64.96847552979116,20.184844128115532,0.005940408502045804,0.06229508196721311,0.004723110269910558,0.08121642882882882,0.15471570344392507,7.786008975561023,N,c01
0.9725000000000001,0.2032083759784439,0.253971838823233,40.0,66.66666666666666,65.7095892447067,21.207592839253337,0.005922508633895612,0.05770491803278689,0.004839191130018809,0.08657665942873295,1.3555533298057052,7.993847117090757,N,c01
0.9285714285714285,0.21500830548741934,0.23231305352629172,45.0,71.42857142857143,70.25173300475278,25.658410218524345,0.005799744227706291,0.055625,0.004805104728489461,0.09603281911602804,1.106031955898463,7.739231517351614,N,c01
0.9266666666666669,0.19654269830768203,0.21274701013781758,36.0,57.14285714285714,69.63019242442958,23.856448697605096,0.005944698478037618,0.060625,0.0047839975306224825,0.08578283642499253,2.854438953500032,7.621780038450221,N,c01
1.008103448275862,0.11394761641274645,0.11210114480533494,28.0,48.275862068965516,60.728715620331975,11.416985764689674,0.006037890447479058,0.0588135593220339,0.005192053225909645,0.10040891159101571,0.8933165765700031,7.584886182255971,N,c01
0.92015625,0.20667044687402966,0.1551548126002409,31.0,48.4375,70.49712950849302,24.975100620028645,0.005918409906028832,0.05815384615384616,0.005066127988035226,0.11233978857804233,3.574670401250333,7.874313854513961,N,c01
1.052857142857143,0.14016502333404637,0.11353813936695056,34.0,60.71428571428571,58.57039293707952,12.734355630960836,0.006044825270508317,0.05596491228070175,0.005376869291185597,0.1158839383194638,1.789127534793473,7.75397381326392,N,c01
1.0446428571428572,0.08578968545151643,0.061938385806893884,18.0,32.142857142857146,57.8168681505198,4.745028029661744,0.005912145606484161,0.057719298245614045,0.005351710936684863,0.10938132031378534,3.6846869752765237,7.680166685124419,N,c01
1.0364285714285715,0.09522086424210287,0.0674199862463242,29.0,51.78571428571429,58.37227137444576,5.354547891605819,0.005923988602384069,0.05771929824561404,0.0052135182500892855,0.10397780086993619,2.2352752776350786,7.659678832239678,N,c01
1.0364912280701755,0.1232519375111427,0.11588941773456773,30.0,52.63157894736842,58.78245029496219,7.718584285112853,0.005723907787626047,0.05672413793103447,0.005069022746733025,0.10913052494034406,0.7114561993202151,7.6656610236194,N,c01
1.030877192982456,0.07474434287609966,0.051217324078033255,5.0,8.771929824561402,58.521372197872076,4.520953023295059,0.005989685242036311,0.058103448275862064,0.005367930984187539,0.1061536272624657,5.4692937497411,7.454926538044403,N,c01
0.8602941176470589,0.17850933825847456,0.20874178864893875,30.0,44.11764705882353,73.22539056532128,18.874786868903254,0.005658974482397892,0.06391304347826088,0.004615221622919611,0.09529357393280091,1.0139801580755063,8.028342230346324,N,c01
0.8764179104477611,0.11159588203189537,0.08517361947543063,21.0,31.343283582089555,69.84896621063284,11.614657513034597,0.005929958232370532,0.061176470588235284,0.004657794989279319,0.08828490428745797,0.40879825368791495,7.9273932658129915,N,c01
0.9136923076923077,0.14614386352547906,0.10145811943851513,32.0,49.23076923076923,68.21073864162864,16.95438591437923,0.0057779185775517225,0.0612121212121212,0.004608658266866114,0.08610362069287035,2.0891688559308657,7.68982723665224,N,c01
0.8974242424242423,0.12376541838445336,0.13524905800894768,29.0,43.93939393939394,68.62611221400951,13.506423474837755,0.005780078778915086,0.05985074626865671,0.004816526307952467,0.09999804749820752,1.9368991514519314,7.744139088892566,N,c01
0.9988135593220339,0.049203474287293866,0.04828078792603349,17.0,28.8135593220339,60.21459345682211,2.9639700976979255,0.006147517165207956,0.054,0.005512738423951687,0.12269216743051746,1.6266432398177022,7.505440487335939,N,c01
1.0701818181818183,0.06334768577406197,0.05781515884776753,24.0,43.63636363636363,56.26544354900664,3.4532603747542723,0.006026751276372636,0.05607142857142857,0.005304657833405994,0.11616487164973403,5.257813936565494,7.5732069172829775,N,c01
1.0685454545454547,0.06479077957429683,0.05845225972250062,17.0,30.909090909090907,56.35243895664388,3.4009124496816794,0.006081130913592204,0.052142857142857144,0.005806437876646433,0.1407518576332165,4.59489852902418,7.527298935769947,N,c01
1.0748148148148147,0.04110459464474082,0.04465802976667812,11.0,20.37037037037037,55.90342533267864,2.132187532362845,0.006003502357100133,0.055272727272727265,0.005558715898117802,0.12821313721445793,5.012477847501529,7.351591668486188,N,c01
