MeanRR,SD_RR,RMSSD,NN50,pNN50,AverageHeartRate,StandardDeviationHeartRate,mean_R_Peak_Amplitudes,QRS_Duration,QRS_Amplitude,QRS_Slope,LF_HF_Ratio,PSE,Label,Record_ID
0.9695000000000001,0.05808891489689153,0.060771871280906366,24.0,40.0,62.10580330094652,3.7135627994770903,0.009109893768495504,0.06573770491803277,0.0092639317307507,0.15198772984525044,0.8384061072605308,7.168837372375921,N,b01
1.0317857142857143,0.13028789300980756,0.13210877061242857,24.0,42.857142857142854,59.63854868909183,12.64493397496581,0.008754951981706135,0.06122807017543858,0.00877761500828821,0.16354673531621866,0.41235579222848795,7.278066821204241,N,b01
1.0280701754385964,0.13820841658900554,0.10703804397102396,27.0,47.368421052631575,60.2962139040381,15.817273846575844,0.008804636737769234,0.06137931034482758,0.008276263956108306,0.14775922810495304,1.805818222932086,7.2962491421542905,N,b01
1.0482142857142858,0.06264204637482698,0.07072353343702634,27.0,48.214285714285715,57.452288511884866,3.6246478824721104,0.008814475690612417,0.0643859649122807,0.009224136183109747,0.15722122214469708,2.1028200741623935,7.163613332493887,N,b01
1.0469642857142858,0.13406809182931353,0.13686755376175636,20.0,35.714285714285715,58.421688928264864,8.917849727075884,0.008961812661939532,0.0707017543859649,0.008820372711692417,0.13852545283261122,0.951860926893501,7.235254362089233,N,b01
1.0087931034482758,0.07599809753405759,0.06526598748817808,25.0,43.103448275862064,59.8104914724857,4.516396099575866,0.008850194640488184,0.06983050847457627,0.0087429794035302,0.13624938931358196,0.332797384203947,7.229318831692271,A,b01
1.0553571428571429,0.09222431715835404,0.07910867094182418,33.0,58.92857142857143,57.32896538455177,5.595228391090207,0.008755996033689468,0.058596491228070174,0.008753141265522454,0.16028683381924888,2.576678984178784,7.27508598064883,N,b01
1.0439285714285715,0.09668465275276152,0.07428446552396951,26.0,46.42857142857143,58.02389243711816,6.0828108359922135,0.008987011668428555,0.06824561403508772,0.00922139463982829,0.15011244358734943,8.84813614614084,7.24336679318248,N,b01
1.0442105263157895,0.08178690447963477,0.0851574172593657,26.0,45.614035087719294,57.83473975891008,4.919815675693398,0.008712761693948419,0.06637931034482758,0.00874705273845775,0.14622321253176812,6.943779514016734,7.201662781950016,N,b01
0.7852,0.19913570003147862,0.17504825589502995,28.0,37.333333333333336,81.39311057985567,21.698950043868287,0.008646231979317773,0.06618421052631578,0.008286554307127365,0.13664599723713997,0.09069841664352306,6.6345239122853545,N,b01
0.7977027027027026,0.1295994598468502,0.07108744374032765,17.0,22.972972972972975,77.14598279318707,12.283581036429771,0.009364876136597726,0.054933333333333334,0.009243993828809248,0.1823777396289736,0.014537256484936544,7.3268361103647575,N,b01
1.0172413793103448,0.0852610666469956,0.06910454830538458,30.0,51.724137931034484,59.443186685017956,5.627634168797826,0.009525797653401908,0.04762711864406778,0.009719983308280226,0.20725056184596446,3.9988273289205685,7.259641892525472,N,b01
1.00448275862069,0.07076455683841458,0.06828731869634981,27.0,46.55172413793103,60.028242642589724,4.285507413591338,0.009489274897780483,0.05440677966101693,0.009620396380156824,0.18495368641121718,4.488782156133913,7.190713083996782,N,b01
0.9942372881355932,0.08194201881630335,0.07053979067849236,33.0,55.932203389830505,60.78771044528001,5.459775820252173,0.009487580761024324,0.04966666666666666,0.009800856443629852,0.20160438261846442,2.8131476153032895,7.284443258205463,N,b01
1.028421052631579,0.055381452338828185,0.05932657799960201,25.0,43.859649122807014,58.51177340831814,3.217362035057201,0.009679665122893796,0.050689655172413785,0.009915503605511166,0.20262156348362395,3.1881058875315675,7.177237057648872,N,b01
1.0296428571428573,0.052638191655671684,0.057572089197331186,26.0,46.42857142857143,58.42765937543602,3.0934638542673336,0.009621580283743601,0.05035087719298245,0.009738001148442114,0.19700509276596592,8.890758715034496,7.173712478011085,N,b01
1.015344827586207,0.057161375661486796,0.06188557635995251,29.0,50.0,59.28329931264001,3.4400820737309683,0.009627496330993888,0.04932203389830507,0.009828415444137355,0.20432227379505,7.8759994470951655,7.152065663380475,N,b01
0.9621311475409836,0.08499244582311147,0.06349540665801479,22.0,36.0655737704918,62.8917752677226,6.148247581065018,0.009666332821091193,0.0525806451612903,0.00981322309998565,0.1919537368107688,3.3989216573706797,7.31535535711952,N,b01
0.954516129032258,0.054822438249220874,0.05068384810781828,22.0,35.483870967741936,63.06783173732501,3.7001947064560725,0.00973640153526999,0.04809523809523807,0.009940281526133436,0.2091739978518001,11.34993230856635,7.2641028762490345,N,b01
0.9572131147540982,0.05834184169019076,0.05126727351179634,20.0,32.78688524590164,62.908132419303506,3.78543547502393,0.009733844911132128,0.04854838709677418,0.009994449364436924,0.20778412848607658,6.448450684177797,7.2040253617515875,N,b01
0.9500000000000001,0.058736700622353664,0.047381430961928546,17.0,27.86885245901639,63.39152429158998,3.851812280554711,0.00971018899042371,0.050161290322580626,0.009892250975368173,0.20270918980555622,9.611900140328988,7.180504720020407,N,b01
0.9639344262295082,0.0802138535109863,0.06529420597061684,28.0,45.90163934426229,62.7175326921136,5.821903282919455,0.00972958426433323,0.0493548387096774,0.009999433518690965,0.20346401087496196,4.23661334103474,7.3337646275154516,N,b01
0.7924324324324324,0.16393960473973762,0.16518980365893263,35.0,47.2972972972973,79.67654546003068,20.622569814331328,0.00950538340679307,0.06359999999999999,0.008933244858194168,0.15562096648589202,0.02376217318916329,6.569995982900167,N,b01
0.9425396825396828,0.07704142693651074,0.04593122488411166,19.0,30.158730158730158,64.09793326038115,5.500819040117747,0.009027618089828597,0.06984375,0.008635690586964426,0.14186657833493543,5.547481275286735,7.319097295257144,N,b01
0.9067692307692308,0.054661106268182484,0.03764555086593899,13.0,20.0,66.43640905002007,4.531024979071152,0.008896184971995482,0.06363636363636363,0.008820851463865426,0.15378241975720855,6.804506897742662,7.0790677310900945,N,b01
